"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CreN"	"CreP"	"1"	"2"
"16001"	"Gm13461"	0.46855475	-0.663616923	2.94193273	-0.225571753	0.821534512	0	0.3	1.3	0.000202029244928792	1.00015036273264
"16002"	"Gm13464"	0.610767644	-1.245338602	1.941326087	-0.641488625	0.521205269	0	0.2	5.3	0.000201605711677488	1.00015039995796
"16003"	"Gm13465"	0.256235844	-0.851212986	2.996813801	-0.284039331	0.77638024	0	0	0.8	0.000201978030618777	1.00015036399033
"16004"	"Gm13466"	0.798652173	1.239908815	1.753346274	0.707167108	0.479462636	0	1	0.9	0.955549447878722	0.043402871058919
"16005"	"Gm13472"	0.491708528	1.000192327	2.089077623	0.478772218	0.632100683	0	0.6	0.7	0.955547977852839	0.0434022095146215
"16006"	"Gm13474"	0.477885534	2.796048876	3.013121371	0.9279576	0.353429564	0	0.4	3.7	0.955537406990017	0.0433976082131385
"16007"	"Gm13477"	0.385586768	2.426677049	3.011017226	0.805932636	0.420281692	0	0.8	4.5	0.000386534416622064	1.00016622497824
"16008"	"Gm13478"	0.182544694	0.110235321	3.017304423	0.036534372	0.970856272	0	0.1	0.5	0.95549959460693	0.0434524479829335
"16009"	"Gm13487"	0.518914999	1.594695602	3.010689849	0.529677809	0.596335336	0	0.5	0.4	0.955548707940304	0.0434025381337431
"16010"	"Gm13488"	0.02809329	1.681949511	3.024981108	0.55601984	0.578197292	0	2.5	0	0.955550503295493	0.0434033494905535
"16011"	"Gm13493"	0.916993013	-0.491044394	1.851644741	-0.265193632	0.7908603	0	3.3	2.1	0.00242554268979184	0.999507308282377
"16012"	"Gm13495"	0	0	0	0	1	0	2.7	0	0.955550661287686	0.0434034214014154
"16013"	"Gm13498"	0.374454096	0.475849316	3.015179454	0.157817909	0.874600286	0	0.2	0.6	0.955528446430873	0.0433940342433604
"16014"	"Gm13501"	0.884258238	1.314303125	2.347608867	0.559847572	0.575583412	0	1.3	3.3	0.955511693126527	0.0433931289335599
"16015"	"Gm13504"	0.293538655	-1.056137087	2.991526341	-0.353042884	0.724056291	0	0	1	0.000201819278099979	1.00015038506559
"16016"	"Gm13508"	0.66333038	1.222827245	1.959943822	0.623909334	0.53268713	0	0.7	3.5	0.000204296935413961	1.00015088275216
"16017"	"Gm13511"	1.201305957	-3.088776888	2.965169868	-1.04168632	0.297557133	0	3.5	7.9	0.00020160471121683	1.0001504003031
"16018"	"Gm13522"	0	0	0	0	1	0	0	2.2	0.000201854866830831	1.00015050405416
"16019"	"Gm13525"	1.485784467	-0.441399647	1.411960816	-0.312614658	0.754573441	0	4.4	6.5	0.000201639196455383	1.00015042321048
"16020"	"Gm13526"	0.035415485	1.126524066	3.026154283	0.372262602	0.70969734	0	0	3.9	0.000201849965271061	1.00015044734475
"16021"	"Gm13528"	0	0	0	0	1	0	0	1.5	0.000202089712241782	1.00015052228017
"16022"	"Gm13535"	0	0	0	0	1	0	0	2.3	0.00020183954594899	1.00015050185322
"16023"	"Gm13545"	1.576652822	-1.312050489	1.407301712	-0.932316417	0.351173026	0	0.7	3.9	0.000201610393940621	1.00015040210333
"16024"	"Gm13546"	0	0	0	0	1	0	0	5.4	0.000201691978210961	1.00015045753388
"16025"	"Gm13547"	0	0	0	0	1	0	0	1.7	0.000201987803648662	1.00015051654473
"16026"	"Gm13557"	0	0	0	0	1	0	0	1.9	0.000201919739827972	1.00015051129563
"16027"	"Gm13559"	0.566144354	0.228443641	2.498011261	0.091450205	0.927134871	0	0.4	1.1	0.955509835894415	0.0433920803965114
"16028"	"Gm13567"	0.690088731	0.291992756	2.767885398	0.10549308	0.915984561	0	0.6	1.2	0.955513798406705	0.0433902280926719
"16029"	"Gm13586"	0.520990565	-0.178494168	2.994618743	-0.059604973	0.952470258	0	0.2	0.8	0.000210882554141145	1.0001514905138
"16030"	"Gm13590"	0	0	0	0	1	0	3.5	2.5	0.000238025326643132	1.00015564256313
"16031"	"Gm13592"	0.805025079	-0.749387521	1.716274267	-0.436636227	0.662375186	0	0.4	1.8	0.000201762444224762	1.00015040872679
"16032"	"Gm13594"	1.809498128	2.762121348	2.951331084	0.935890034	0.349329809	0	1.2	6.2	0.000204594001984582	1.00015094753351
"16033"	"Gm13596"	1.898714385	-3.749235782	2.962017917	-1.265770798	0.205595153	0	0	6.3	0.000201604577041881	1.00015040020649
"16034"	"Gm136"	0	0	0	0	1	0	1.7	2.1	0.000202638432948432	1.00015062222074
"16035"	"Gm13608"	0	0	0	0	1	0	0	1.5	0.000202089712241782	1.00015052228017
"16036"	"Gm13622"	0.78494543	-1.169315912	1.912837989	-0.61129898	0.541001666	0	0.3	6.8	0.000201605107866876	1.00015039978738
"16037"	"Gm13623"	0.993602791	1.739174471	2.277155579	0.763748637	0.44501705	0	5.8	4.2	0.955550153122078	0.0434031902030718
"16038"	"Gm13641"	0.945841406	1.080434797	2.271096554	0.475732657	0.634264852	0	0.8	9.2	0.000201620758086163	1.00015040560555
"16039"	"Gm13662"	0.223654749	2.69058422	3.014303045	0.892605746	0.372068341	0	0.5	0	0.955551016488989	0.043403582525535
"16040"	"Gm13665"	1.722713895	2.660462206	1.548594699	1.717984834	0.085799382	0	3.1	1	0.955551596171649	0.0434038462985382
"16041"	"Gm13668"	1.128890757	-0.10993124	1.236392195	-0.08891292	0.929151116	0	0.7	2.1	0.000202829671692217	1.00015051543279
"16042"	"Gm13675"	0.493727429	2.428418507	3.011000757	0.806515409	0.419945727	0	0.5	0.2	0.955550696727301	0.0434034372541296
"16043"	"Gm13679"	0.189923284	0.182582681	3.017716725	0.060503585	0.951754561	0	0.1	0.6	0.95550871205342	0.0434123103824236
"16044"	"Gm13686"	0	0	0	0	1	0	0	2.6	0.000201805086881945	1.00015049591092
"16045"	"Gm13688"	0.857847438	-0.391503749	1.770204034	-0.221163065	0.824965467	0	0.5	2	0.000201988347280357	1.00015040938825
"16046"	"Gm13689"	0.019593663	1.126524066	3.026154283	0.372262602	0.70969734	0	3.7	0.1	0.955550086342844	0.0434031605200307
"16047"	"Gm13703"	0.039187325	0.837989154	3.026154276	0.276915543	0.781844958	0	0	3.2	0.000202067132424211	1.00015043022816
"16048"	"Gm13707"	0.318522307	-1.174845539	2.988785178	-0.393084638	0.69425697	0	0	1.1	0.000201763897392904	1.00015039178445
"16049"	"Gm13708"	0	0	0	0	1	0	0	4.9	0.000201704892475341	1.00015046402858
"16050"	"Gm13709"	0	0	0	0	1	0	0	4.7	0.000201710420777157	1.00015046661606
"16051"	"Gm13710"	0	0	0	0	1	0	0	3.5	0.000201750465771977	1.00015048215238
"16052"	"Gm13713"	0.371748908	-1.40126904	2.984135297	-0.469572891	0.638660196	0	0	1.4	0.000201680844631624	1.00015039928496
"16053"	"Gm13717"	1.157635569	-0.382349572	1.499081568	-0.255055882	0.798679938	0	0.9	10.6	0.000201605935220672	1.00015039988931
"16054"	"Gm13736"	0.267602491	2.485839204	3.013357694	0.82493997	0.409405673	0	0.6	0.1	0.955550821385746	0.0434034938652031
"16055"	"Gm13740"	0.168502995	1.091039048	3.02395361	0.360798871	0.718249807	0	0.2	2.9	0.00022723959944837	1.00015361457673
"16056"	"Gm13743"	0.37750775	-0.099617263	2.997261917	-0.033236089	0.973486319	0	0.2	0.8	0.000225971069280573	1.00015277917135
"16057"	"Gm13750"	0.174423324	0.362378606	3.021102239	0.119949137	0.90452344	0	4.5	0.5	0.955548124697126	0.0434022760442678
"16058"	"Gm13761"	0.154867298	-0.145241157	3.018805358	-0.04811213	0.961626879	0	0	0.5	0.000218648008155187	1.00015217816302
"16059"	"Gm13777"	0.646951859	1.284802788	1.994030704	0.644324475	0.519365048	0	0.5	0.6	0.955549363587525	0.0434028332288389
"16060"	"Gm13782"	0.920802617	-2.700861662	2.967813678	-0.910050951	0.36279564	0	0	11	0.000201604509246223	1.00015040013511
"16061"	"Gm13786"	0.665491489	-2.23437392	2.972087867	-0.751785957	0.452179789	0	4.1	9.5	0.000201604855040283	1.00015040038047
"16062"	"Gm13787"	0.028848966	1.126524066	3.026154283	0.372262602	0.70969734	0	0	3.7	0.000201988476898785	1.00015044893488
"16063"	"Gm13803"	0.273592096	2.566713758	3.015797138	0.851089659	0.394719549	0	0.4	2.5	0.95554801873526	0.0434022273829389
"16064"	"Gm13817"	0	0	0	0	1	0	0	2.8	0.000201788557207927	1.00015049243285
"16065"	"Gm13818"	0.139828803	0.022400843	3.022317889	0.007411809	0.994086286	0	0	0.5	0.0011341421448624	1.00005696794966
"16066"	"Gm13822"	1.263397891	4.567203051	2.98152939	1.53183231	0.125563821	0	6.2	3.8	0.955551684054694	0.0434038864142888
"16067"	"Gm13829"	0	0	0	0	1	0	0	3.2	0.00020176423836249	1.00015048630075
"16068"	"Gm13830"	0	0	0	0	1	0	3.4	0	0.955551764374229	0.0434039233362057
"16069"	"Gm13833"	0.020814813	1.126524066	3.026154283	0.372262602	0.70969734	0	4.6	2.7	0.955548151880555	0.0434022880605182
"16070"	"Gm13835"	1.599394372	0.242384951	1.232636578	0.196639427	0.844109714	0	1.5	2.6	0.00031738480261867	1.00016175364597
"16071"	"Gm13840"	1.754404723	0.473872713	2.854333068	0.166018717	0.868142221	0	5.4	3.6	0.955544196252468	0.0434005295217045
"16072"	"Gm13841"	0.335426856	-0.726621017	2.990420135	-0.24298292	0.808018629	0	0.1	0.9	0.000202077111476795	1.00015035409175
"16073"	"Gm13842"	0.595390565	3.564277599	3.002156465	1.18723912	0.235133314	0	0.9	0	0.95555151028187	0.0434038072350928
"16074"	"Gm13855"	0.195096721	-0.459764941	3.009005136	-0.15279633	0.878558892	0	0	0.6	0.000202712520039228	1.0001503860665
"16075"	"Gm13857"	0.767556935	-0.285133616	1.589654065	-0.179368343	0.857648487	0	0.4	1.6	0.000202607432238044	1.00015044234563
"16076"	"Gm13864"	1.808936215	-1.453963224	1.556829806	-0.933925609	0.350342268	0	0.8	5	0.000201606758688522	1.00015040093014
"16077"	"Gm13882"	0.938481058	-0.306502285	1.434093301	-0.213725484	0.830761137	0	0.7	1.9	0.000202390357419036	1.00015042685563
"16078"	"Gm13886"	0.283323882	-0.990287534	2.993145489	-0.330851787	0.740756441	0	0	0.8	0.000201900346374351	1.0001503732882
"16079"	"Gm13889"	0.561865803	3.546931019	3.002460672	1.181341375	0.237467137	0	5	0	0.955551670095949	0.0434038800569007
"16080"	"Gm13902"	0.436585717	-0.434146047	2.991288692	-0.145136793	0.884602869	0	0.2	1	0.00020256697244575	1.00015036710966
"16081"	"Gm13903"	0	0	0	0	1	0	0	5.3	0.000201694462132973	1.00015045883332
"16082"	"Gm13904"	1.615846496	-3.15978205	2.277558543	-1.38735492	0.165333564	0	4.3	5.2	0.000201606491762041	1.00015040070094
"16083"	"Gm13910"	0.206305105	-0.081364208	3.011457483	-0.027018216	0.978445205	0	0.1	0.6	0.000254524596632333	1.00015489694215
"16084"	"Gm13921"	0.29238769	0.083147397	3.00337061	0.027684694	0.977913631	0	0.2	0.7	0.949846266226388	0.0459697414130959
"16085"	"Gm13925"	0.028110203	1.126524066	3.026154283	0.372262602	0.70969734	0	2.6	0.1	0.955549381878234	0.0434028419912363
"16086"	"Gm13929"	0	0	0	0	1	0	4.7	0	0.955552546533086	0.0434042806037156
"16087"	"Gm13932"	0.151850727	0.582876411	3.022831272	0.192824659	0.84709629	0	0.1	0.4	0.955534466636615	0.0433963922291602
"16088"	"Gm13975"	0.207798016	-0.566037621	3.005514966	-0.18833299	0.850615626	0	0	0.8	0.000202267056331917	1.00015034585526
"16089"	"Gm13977"	0	0	0	0	1	0	0	3.2	0.00020176423836249	1.00015048630075
"16090"	"Gm13986"	0	0	0	0	1	0	0	1.6	0.000202033457910311	1.00015051930388
"16091"	"Gm13994"	0.252991827	-0.844993007	2.996986127	-0.281947587	0.7779837	0	0	0.9	0.000201944774851581	1.00015036910598
"16092"	"Gm14000"	0.272465891	-0.150031556	2.99428895	-0.050105904	0.960037995	0	0.2	0.8	0.000211123992426288	1.00015152493233
"16093"	"Gm14006"	0.502890272	0.352322242	2.285109286	0.154181791	0.877466399	0	0.3	0.8	0.955530991718204	0.0433950137428797
"16094"	"Gm14010"	1.670511051	0.885075709	2.896844582	0.305530961	0.759961793	0	1.5	2.4	0.955537837838179	0.0433977888132664
"16095"	"Gm14011"	0	0	0	0	1	0	6.7	0	0.955552861479693	0.0434044247621373
"16096"	"Gm14017"	1.394387495	2.517148023	2.960978944	0.850106695	0.39526577	0	7.7	3	0.955551466500126	0.0434037872970391
"16097"	"Gm14018"	0.241959037	0.556912452	3.017515705	0.184559918	0.853574226	0	0.2	0.5	0.955533527742962	0.0433960116908994
"16098"	"Gm14019"	0.180195894	-0.362232239	3.012165797	-0.120256408	0.904280035	0	0	0.6	0.000203240089702295	1.00015048630087
"16099"	"Gm14020"	0.29044411	0.414190447	3.021487854	0.137081619	0.890966281	0	0.1	0.5	0.955524498562637	0.0433926265804907
"16100"	"Gm14022"	0	0	0	0	1	0	0	2.4	0.000201826400021754	1.00015049976519
"16101"	"Gm14026"	0.143452343	0.609377236	3.023055072	0.201576624	0.840247721	0	2.2	0.4	0.955545845531959	0.043401258521668
"16102"	"Gm14039"	1.791461575	-0.307956321	2.515584381	-0.122419396	0.902566878	0	2.1	3.6	0.000201997146795085	1.0001503918548
"16103"	"Gm14052"	1.015035943	4.257189737	2.98740506	1.425046036	0.154143894	0	1.1	2.1	0.95555151234853	0.0434038081415671
"16104"	"Gm14053"	0.201950548	1.19405484	3.023202701	0.39496354	0.692869796	0	0.2	0.3	0.955546138974753	0.0434013887575264
"16105"	"Gm14086"	0	0	0	0	1	0	3.8	2.5	0.00115807551885644	1.00007485503617
"16106"	"Gm14094"	0.486074644	-0.060131166	2.095293578	-0.028698206	0.977105287	0	2.6	1.1	0.955539600998677	0.0433985388546154
"16107"	"Gm14101"	0.04473095	1.732734015	3.024778107	0.572846653	0.566748528	0	3	0	0.955550739186208	0.0434034565523532
"16108"	"Gm14111"	0.145739019	0.609377247	3.023055072	0.201576628	0.840247719	0	0.1	0.4	0.95553538334684	0.043396767548611
"16109"	"Gm14115"	0.27594575	1.239480079	3.017252908	0.410797542	0.681220996	0	3.9	4	0.955539878415683	0.043398654012914
"16110"	"Gm14121"	0.231313291	-0.112303431	3.008565019	-0.037327906	0.970223556	0	0.1	0.7	0.000218572018152396	1.00015218486345
"16111"	"Gm14123"	1.49271229	-3.40231209	2.963494295	-1.148074452	0.25093783	0	3.7	5.3	0.000201605512045955	1.00015040047179
"16112"	"Gm14124"	0	0	0	0	1	0	3.2	0	0.955551528615097	0.0434038158672709
"16113"	"Gm14125"	0.028848966	1.126524066	3.026154283	0.372262602	0.70969734	0	5.7	0.1	0.955550847403388	0.043403505707006
"16114"	"Gm14127"	0.425559883	1.046902012	2.673636718	0.391564794	0.695379805	0	0.4	0.5	0.955546692364987	0.0434016350206422
"16115"	"Gm14132"	0	0	0	0	1	0	4.7	0	0.955552546533086	0.0434042806037156
"16116"	"Gm14137"	0.245561134	2.423568933	3.014055353	0.804089059	0.421345543	0	0.8	0.1	0.955550812865678	0.0434034899974429
"16117"	"Gm14150"	0.794579479	-1.824641414	2.968495783	-0.61466869	0.538773541	0	4.2	7.8	0.000201605501304658	1.00015040064889
"16118"	"Gm14154"	0.42596973	-0.527318091	2.995596514	-0.176031081	0.860269525	0	4.3	5.3	0.000201652052884138	1.00015040807214
"16119"	"Gm14167"	0.383942189	-1.441417531	2.983383426	-0.483148602	0.628990227	0	2.8	1.3	0.000202052220496685	1.00015035342992
"16120"	"Gm14168"	1.519295331	-2.981168855	2.827865625	-1.054211639	0.291786032	0	0.1	5.2	0.000201604496378016	1.00015039998819
"16121"	"Gm14172"	0.196647856	2.226509868	3.016456151	0.738121079	0.460440876	0	2.5	4.6	0.955523896054737	0.0433925053006548
"16122"	"Gm14173"	1.407420581	-2.245031585	1.970529815	-1.139303535	0.254576574	0	0.3	5.1	0.000201605058337828	1.00015040038641
"16123"	"Gm14200"	0.140631806	0.597014034	3.022950219	0.197493836	0.843441105	0	3.1	0.4	0.955547479013243	0.043401986624009
"16124"	"Gm14207"	0.166518501	-0.293313207	3.014368985	-0.097305011	0.922484177	0	0	0.8	0.000203168684123289	1.00015047589507
"16125"	"Gm14214"	0.410450365	-0.574393895	2.985313486	-0.192406559	0.847423755	0	0.2	1.2	0.000202130374108378	1.00015035361309
"16126"	"Gm14221"	1.306608754	4.622176288	2.980609707	1.550748586	0.120961946	0	1.4	1.9	0.955551624992307	0.0434038594881518
"16127"	"Gm14227"	0.211434568	0.034972172	3.013310327	0.011605898	0.990740041	0	0.1	0.6	0.001873537371821	0.999785094533095
"16128"	"Gm14251"	1.007224551	0.34687797	1.359841825	0.255086998	0.798655906	0	5.6	1.4	0.955551188350851	0.0434036607773474
"16129"	"Gm14252"	0	0	0	0	1	0	4.1	0	0.955552299192263	0.0434041675066342
"16130"	"Gm14253"	0.680558332	-0.306511371	2.413053481	-0.127022204	0.898922825	0	0.3	1.2	0.000203592524073037	1.00015058089693
"16131"	"Gm14257"	0	0	0	0	1	0	0	5.6	0.000201687155068742	1.00015045494022
"16132"	"Gm14263"	1.559921325	0.422380878	1.059590817	0.398626405	0.690168503	0	1.5	2.3	0.955512371245879	0.0433972125970919
"16133"	"Gm14267"	1.889671359	-2.70397867	2.074491327	-1.303441781	0.19242398	0	2.7	10	0.000201604668050581	1.00015040028597
"16134"	"Gm14276"	0.826889654	-1.901558938	2.585148339	-0.735570532	0.461992102	0	0.1	8.1	0.000201604097420038	1.00015039953874
"16135"	"Gm14277"	0.655314688	0.235817942	1.673190651	0.140939075	0.887918073	0	3	1.2	0.955548061002727	0.0434022472283943
"16136"	"Gm14279"	1.616197086	0.616120765	1.150509764	0.535519805	0.592290466	0	7.1	2.2	0.955551772903256	0.0434039270526334
"16137"	"Gm14295"	1.744507045	5.06037969	2.974383528	1.701320506	0.088882819	0	12.7	0	0.955551741116726	0.0434039124315753
"16138"	"Gm14325"	0.291598315	1.794047582	3.014665051	0.59510677	0.551772103	0	0.5	3.8	0.000274599320591873	1.00015870786762
"16139"	"Gm14336"	1.493607472	0.406969963	1.825896572	0.222887741	0.823622877	0	6.3	2.1	0.955550678571983	0.0434034290737409
"16140"	"Gm14389"	0.58943439	2.457645517	3.006708297	0.817387413	0.413707066	0	0.5	2.4	0.955548448948109	0.0434024209435257
"16141"	"Gm14398"	1.888995962	-0.140369997	1.717516533	-0.081728469	0.934862639	0	2.7	4.2	0.000201982616809926	1.00015043675354
"16142"	"Gm14403"	0.536771398	3.482290937	3.003625176	1.159362681	0.246308382	0	1.2	0	0.955551508514203	0.0434038064305344
"16143"	"Gm14407"	0.811103544	0.554060422	1.6145336	0.343170574	0.731470141	0	0.6	1.2	0.955539486451975	0.0433984877803812
"16144"	"Gm14427"	0.695449167	-0.701672478	1.606246942	-0.436839728	0.662227585	0	0.4	1.9	0.000201736593840318	1.00015041274161
"16145"	"Gm14448"	0.028848966	1.126524066	3.026154283	0.372262602	0.70969734	0	0	1.7	0.955528726860636	0.0433941428297884
"16146"	"Gm14455"	0.776118018	-2.060910197	2.969215181	-0.69409257	0.487624158	0	0.1	3.2	0.000201605892714452	1.00015039889426
"16147"	"Gm14466"	0.662439182	-1.044097743	2.969120825	-0.351652157	0.725099145	0	0.3	6.6	0.000201603788368754	1.00015039861595
"16148"	"Gm14472"	0.165949482	-0.26554433	3.01521861	-0.088068019	0.929822615	0	0	0.6	0.000204563243629774	1.00015072848795
"16149"	"Gm14480"	0.395729672	1.482589763	3.023202719	0.490403688	0.623848268	0	4.3	4.7	0.955537809382092	0.0433977763185475
"16150"	"Gm14486"	0.09721746	1.732734015	3.024778107	0.572846653	0.566748528	0	4.4	1.7	0.955550526046989	0.0434033597963309
"16151"	"Gm14491"	0.285422762	-0.588328751	2.995518491	-0.196402978	0.844294766	0	0.1	0.8	0.000202299715756915	1.00015034479518
"16152"	"Gm14494"	0.362312225	-1.365299735	2.984826699	-0.457413402	0.647373933	0	1.8	1.5	0.000201859309407859	1.00015037811452
"16153"	"Gm14513"	0.955056978	0.271711854	1.574329479	0.172588938	0.862974547	0	0.6	1.5	0.955510938970999	0.0433936069443635
"16154"	"Gm14516"	0.16858963	1.19405484	3.023202701	0.39496354	0.692869796	0	0.2	0.3	0.955546127159539	0.0434013835011806
"16155"	"Gm14530"	0.479094597	1.933773148	3.013085317	0.6417917	0.521008439	0	0.5	3.2	0.955528441613955	0.0433940498434939
"16156"	"Gm14567"	0.163999365	1.155663995	3.024778096	0.382065712	0.702412624	0	3.8	0.2	0.955550136309657	0.0434031831491441
"16157"	"Gm14571"	0.535044421	1.35548759	2.516194357	0.538705441	0.590090119	0	0.5	0.5	0.955548937430247	0.0434026413452368
"16158"	"Gm14578"	0.297927543	1.835791821	3.017824961	0.608316203	0.542977777	0	0.3	0.2	0.955549480032893	0.0434028862659977
"16159"	"Gm14584"	0.350746084	-1.312599308	2.985870932	-0.439603499	0.660224306	0	0	5.7	0.000201603621923063	1.00015039856452
"16160"	"Gm14585"	0.311070752	0.423899467	3.017393981	0.14048529	0.888276574	0	0.2	0.5	0.955527255249776	0.0433935953360342
"16161"	"Gm14587"	0.215028917	1.67934036	3.020099648	0.556054619	0.578173517	0	0.3	0.2	0.955548993839947	0.0434026668992417
"16162"	"Gm14602"	0.366081104	1.642955746	3.010928132	0.545664218	0.585296772	0	0.6	0.4	0.955548964654121	0.0434026537478664
"16163"	"Gm14620"	0.220128314	-0.01151443	3.011902195	-0.003822976	0.996949714	0	0.1	0.6	0.000522678593425252	1.00015811863837
"16164"	"Gm14630"	0.275630506	1.185110663	3.023314449	0.39199054	0.695065204	0	3.6	4.4	0.955517807353853	0.043390847732632
"16165"	"Gm14634"	0.868101466	-2.227832298	2.96768487	-0.750697057	0.452834995	0	0.1	2.6	0.000201608904952078	1.00015039920962
"16166"	"Gm14648"	0.61419664	0.158985289	1.802933799	0.088181435	0.929732473	0	0.6	1.2	0.955510563344797	0.0433929606603433
"16167"	"Gm14650"	0.608197341	0.635321296	2.495428293	0.25459409	0.799036624	0	0.5	1	0.955540139779632	0.0433987673082
"16168"	"Gm14667"	0.350521886	1.929835927	3.016561936	0.639746827	0.522337207	0	0.4	0.2	0.955549793808554	0.0434030280903342
"16169"	"Gm14681"	1.05773382	-0.486113103	2.281061689	-0.213108267	0.831242517	0	4	2.3	0.955509373464583	0.0434225437176619
"16170"	"Gm14688"	0.364180085	0.12390519	3.008131373	0.041190086	0.967144357	0	0.2	0.6	0.955508603212014	0.0434182562688924
"16171"	"Gm14699"	0.526407035	-1.272747814	2.84794075	-0.446901086	0.65494648	0	0.1	1.3	0.000201725054149726	1.00015039624641
"16172"	"Gm14718"	0.020814813	1.126524066	3.026154283	0.372262602	0.70969734	0	0	3.5	0.000202225245059529	1.00015044889594
"16173"	"Gm14719"	0.91991584	1.008772722	2.309651625	0.436764017	0.662282497	0	0.7	1.1	0.955546867863403	0.0434017129722805
"16174"	"Gm14730"	0.233349735	1.771124303	3.023202742	0.585843708	0.557980549	0	3.6	3.1	0.955548732925606	0.0434025490649344
"16175"	"Gm14740"	0.040056325	1.126524066	3.026154283	0.372262602	0.70969734	0	0	3.1	0.000203827898976661	1.00015070281567
"16176"	"Gm14741"	0.28110203	-0.996701956	2.992984548	-0.33301273	0.739124674	0	0	1	0.000201840307488044	1.00015038263977
"16177"	"Gm14760"	1.113111743	3.389397961	2.728596793	1.242176187	0.214171564	0	1.1	0.3	0.955551521205877	0.0434038122075135
"16178"	"Gm14762"	0	0	0	0	1	0	0	4.2	0.000201725334716907	1.00015047304582
"16179"	"Gm14776"	0.295567541	0.758141797	3.00974957	0.251895309	0.801121986	0	0.4	0.7	0.955539300530583	0.0433984085596351
"16180"	"Gm14780"	0	0	0	0	1	0	2.6	0	0.955550421389219	0.043403312548407
"16181"	"Gm14794"	0.3628043	1.060046667	2.779069888	0.38143937	0.702877252	0	6.2	4.3	0.955547640631601	0.0434020583685503
"16182"	"Gm14813"	1.731224024	-2.701802334	2.516533677	-1.073620576	0.282992772	0	0.4	4.9	0.000201604767234909	1.00015040011392
"16183"	"Gm14820"	0	0	0	0	1	0	0	2	0.000201894224438059	1.00015050878487
"16184"	"Gm14830"	1.615282296	2.189981077	1.685740803	1.299120881	0.193902448	0	7.5	5.6	0.955549073481987	0.0434027009116022
"16185"	"Gm14840"	0.7158264	-1.815194508	2.971813514	-0.610803639	0.541329584	0	0.1	5	0.000201603503691583	1.00015039858581
"16186"	"Gm14843"	0.203903619	0.409783911	3.019242365	0.135724086	0.892039406	0	0.2	4.5	0.000201632290074694	1.00015040783434
"16187"	"Gm14859"	1.277582693	-2.704395874	2.964171316	-0.912361529	0.361578434	0	2.9	8.3	0.00020160471993963	1.00015040029822
"16188"	"Gm14861"	0.715371401	0.797182403	1.526441844	0.522248788	0.601497121	0	0.7	1	0.955545737764151	0.0434012087641603
"16189"	"Gm14899"	0	0	0	0	1	0	0	3.2	0.00020176423836249	1.00015048630075
"16190"	"Gm14901"	0.157910525	0.52871329	3.022384835	0.174932485	0.861132685	0	0.1	0.4	0.95553231647559	0.0433955271327757
"16191"	"Gm14921"	0.522033363	0.537193547	2.268480881	0.236807615	0.812806044	0	2.7	0.8	0.955548517001007	0.0434024522036412
"16192"	"Gm14928"	0.28955745	0.52871329	3.022384835	0.174932485	0.861132685	0	0.1	0.4	0.955532762024425	0.0433957044105807
"16193"	"Gm14975"	0.270455311	0.488013893	3.019116289	0.161641304	0.871588329	0	0.2	0.5	0.955530541169958	0.0433948309131126
"16194"	"Gm14984"	0	0	0	0	1	0	0	2	0.000201894224438059	1.00015050878487
"16195"	"Gm15002"	0.186647315	1.716023811	3.019546051	0.568305229	0.569827729	0	0.3	0.2	0.955549112056134	0.0434027201914339
"16196"	"Gm15031"	0.504108035	1.088468906	2.556847045	0.425707477	0.670321013	0	0.5	0.7	0.955547109935984	0.0434018212778295
"16197"	"Gm15039"	0.23240582	0.32149396	3.014435724	0.106651456	0.915065495	0	0.2	0.6	0.955516314411406	0.0433904199760888
"16198"	"Gm15042"	0.635501636	1.852040484	2.190957008	0.845311194	0.397937113	0	0.8	0.5	0.95555065772662	0.0434034194008987
"16199"	"Gm15043"	0.205910588	1.362422679	3.020536764	0.451053169	0.651951229	0	0.3	0.3	0.955547453391889	0.0434019750534554
"16200"	"Gm15045"	0.656434643	0.45407816	2.185568074	0.207762076	0.835414746	0	0.6	1	0.955538282434809	0.0433979779515204
"16201"	"Gm15050"	0.08556355	2.044726305	3.023389672	0.676302603	0.49884854	0	0.2	3.1	0.955521235200044	0.0433916974556788
"16202"	"Gm15054"	0.247690854	0.485729165	3.01605291	0.161047959	0.872055628	0	0.2	0.5	0.955530396685512	0.0433947751319068
"16203"	"Gm15082"	0	0	0	0	1	0	3.6	2.8	0.000206750717774429	1.00015145614239
"16204"	"Gm15122"	0.07221521	1.444198905	3.024778102	0.477456149	0.633037339	0	2	2.9	0.955541080541025	0.0433991704618757
"16205"	"Gm15131"	0.198942152	-0.497035878	3.007850904	-0.165246182	0.868750217	0	4.1	0.7	0.955526217052128	0.0433932178132052
"16206"	"Gm15159"	0.307146798	-0.249542282	3.004089678	-0.083067521	0.933797851	0	0.1	0.7	0.00020521922395611	1.000150830977
"16207"	"Gm15161"	0.040056325	1.126524066	3.026154283	0.372262602	0.70969734	0	3.6	0.1	0.955550033627216	0.0434031366511449
"16208"	"Gm15185"	0	0	0	0	1	0	0	2.8	0.000201788557207927	1.00015049243285
"16209"	"Gm15197"	1.543008388	4.886371757	2.976637066	1.641574585	0.100678198	0	7.9	0	0.955551736046839	0.0434039101201854
